customer_id,timestamp,category,action,amount,age,gender,location,membership_years
360,2025-01-19 22:54:00,Beauty,purchase,491.37,44,M,Kumasi,5
993,2025-02-20 10:20:00,Electronics,add_to_cart,0.0,64,M,Accra,3
704,2025-04-17 18:28:00,Books,view,0.0,62,O,Tamale,5
268,2025-02-02 23:06:00,Electronics,purchase,264.88,36,F,Tamale,3
10,2025-01-31 05:16:00,Clothing,view,0.0,40,M,Takoradi,8
958,2025-03-31 16:53:00,Books,view,0.0,43,F,Kumasi,0
216,2025-03-21 10:31:00,Home,view,0.0,69,M,Tamale,5
18,2025-02-06 12:09:00,Books,add_to_cart,0.0,39,M,Accra,7
977,2025-03-05 00:24:00,Clothing,add_to_cart,0.0,32,M,Takoradi,3
640,2025-03-25 06:55:00,Books,add_to_cart,0.0,58,O,Accra,1
12,2025-01-17 15:19:00,Clothing,view,0.0,28,F,Tamale,2
378,2025-04-21 11:20:00,Clothing,purchase,404.11,46,O,Cape Coast,8
546,2025-01-07 12:34:00,Electronics,view,0.0,62,M,Tamale,7
537,2025-04-16 14:21:00,Home,view,0.0,53,M,Takoradi,5
719,2025-03-29 20:06:00,Electronics,view,0.0,30,M,Takoradi,5
256,2025-04-06 20:58:00,Books,view,0.0,33,O,Accra,8
86,2025-01-18 02:16:00,Clothing,view,0.0,31,O,Kumasi,7
792,2025-03-07 12:53:00,Books,view,0.0,63,M,Takoradi,3
293,2025-04-11 02:34:00,Beauty,add_to_cart,0.0,69,F,Accra,7
412,2025-04-04 17:57:00,Beauty,view,0.0,59,M,Cape Coast,7
960,2025-01-26 15:39:00,Electronics,purchase,310.72,44,M,Accra,0
128,2025-04-27 23:30:00,Home,add_to_cart,0.0,50,F,Kumasi,3
176,2025-01-31 11:18:00,Clothing,view,0.0,68,O,Takoradi,8
916,2025-04-11 15:40:00,Beauty,view,0.0,60,M,Cape Coast,3
334,2025-03-16 06:28:00,Clothing,add_to_cart,0.0,53,O,Tamale,5
868,2025-02-17 09:18:00,Electronics,view,0.0,47,O,Kumasi,9
353,2025-02-03 12:23:00,Electronics,view,0.0,47,M,Takoradi,4
19,2025-04-13 05:49:00,Home,add_to_cart,0.0,19,F,Kumasi,8
716,2025-03-02 09:12:00,Beauty,view,0.0,56,M,Tamale,1
458,2025-01-20 17:35:00,Beauty,view,0.0,60,M,Kumasi,3
37,2025-01-12 02:39:00,Clothing,view,0.0,64,O,Takoradi,5
813,2025-04-13 09:08:00,Books,view,0.0,38,M,Takoradi,6
812,2025-01-22 05:50:00,Home,add_to_cart,0.0,28,F,Takoradi,1
627,2025-03-08 22:41:00,Home,view,0.0,58,O,Kumasi,3
653,2025-02-27 17:02:00,Clothing,purchase,196.89,52,F,Cape Coast,0
601,2025-04-01 11:26:00,Beauty,view,0.0,42,O,Takoradi,6
382,2025-01-24 07:08:00,Books,view,0.0,58,M,Tamale,7
339,2025-02-22 15:23:00,Beauty,view,0.0,38,M,Kumasi,3
40,2025-04-13 14:05:00,Books,add_to_cart,0.0,69,F,Cape Coast,6
877,2025-02-11 17:03:00,Home,view,0.0,31,F,Cape Coast,3
341,2025-02-26 10:47:00,Beauty,view,0.0,37,M,Kumasi,4
464,2025-04-29 20:32:00,Beauty,add_to_cart,0.0,22,F,Kumasi,3
418,2025-04-18 20:13:00,Home,add_to_cart,0.0,26,O,Takoradi,9
586,2025-03-22 11:05:00,Home,view,0.0,25,O,Accra,1
181,2025-01-29 05:58:00,Electronics,purchase,423.22,62,O,Kumasi,4
400,2025-02-21 15:05:00,Books,view,0.0,48,O,Takoradi,5
482,2025-04-02 05:40:00,Beauty,add_to_cart,0.0,34,M,Takoradi,3
583,2025-03-27 18:00:00,Books,view,0.0,40,M,Kumasi,1
798,2025-02-26 14:17:00,Home,view,0.0,64,M,Cape Coast,2
610,2025-02-11 10:26:00,Home,view,0.0,52,O,Takoradi,8
243,2025-01-18 12:44:00,Home,view,0.0,49,M,Tamale,6
689,2025-04-04 21:43:00,Beauty,view,0.0,19,O,Cape Coast,4
281,2025-04-18 18:45:00,Books,view,0.0,45,M,Takoradi,0
19,2025-03-24 03:50:00,Electronics,view,0.0,19,F,Kumasi,8
676,2025-04-12 07:58:00,Books,add_to_cart,0.0,26,F,Accra,4
703,2025-03-10 20:53:00,Clothing,add_to_cart,0.0,42,M,Accra,4
381,2025-03-31 13:38:00,Books,view,0.0,52,O,Kumasi,0
391,2025-02-06 20:17:00,Beauty,view,0.0,69,F,Takoradi,0
385,2025-03-09 18:43:00,Home,view,0.0,46,O,Tamale,7
828,2025-03-31 19:59:00,Home,add_to_cart,0.0,45,M,Cape Coast,6
131,2025-04-06 04:19:00,Beauty,view,0.0,41,M,Cape Coast,6
623,2025-03-11 03:39:00,Home,view,0.0,30,O,Accra,9
589,2025-02-01 15:00:00,Books,view,0.0,27,M,Kumasi,6
11,2025-02-22 07:24:00,Beauty,view,0.0,28,O,Accra,1
387,2025-04-10 19:46:00,Home,view,0.0,63,O,Cape Coast,6
617,2025-04-02 09:43:00,Electronics,view,0.0,41,O,Kumasi,8
648,2025-02-17 13:00:00,Clothing,view,0.0,69,M,Cape Coast,9
856,2025-02-18 18:54:00,Books,purchase,79.39,45,M,Kumasi,5
697,2025-02-27 02:23:00,Electronics,view,0.0,62,O,Kumasi,3
477,2025-03-28 12:30:00,Electronics,view,0.0,30,M,Kumasi,4
782,2025-02-28 20:29:00,Books,view,0.0,44,M,Cape Coast,1
155,2025-02-16 15:50:00,Electronics,view,0.0,59,M,Tamale,5
784,2025-01-12 19:44:00,Home,add_to_cart,0.0,26,M,Takoradi,5
730,2025-01-22 00:57:00,Books,view,0.0,45,O,Cape Coast,6
541,2025-03-27 12:12:00,Beauty,purchase,466.75,27,M,Tamale,9
525,2025-04-01 11:36:00,Books,view,0.0,43,O,Cape Coast,3
378,2025-03-17 03:51:00,Books,view,0.0,46,O,Cape Coast,8
424,2025-04-27 00:51:00,Clothing,purchase,282.25,43,O,Kumasi,4
391,2025-03-06 08:02:00,Beauty,view,0.0,69,F,Takoradi,0
95,2025-02-23 15:09:00,Books,view,0.0,43,F,Cape Coast,1
774,2025-01-29 16:52:00,Beauty,purchase,151.09,43,F,Takoradi,6
341,2025-02-20 17:10:00,Clothing,view,0.0,37,M,Kumasi,4
236,2025-02-17 20:17:00,Home,view,0.0,18,F,Cape Coast,1
325,2025-03-18 18:11:00,Books,view,0.0,42,F,Cape Coast,6
455,2025-01-26 09:47:00,Electronics,view,0.0,59,F,Cape Coast,4
533,2025-01-31 20:39:00,Electronics,purchase,18.84,54,F,Takoradi,2
945,2025-02-12 08:36:00,Electronics,view,0.0,59,O,Accra,4
604,2025-03-02 13:03:00,Books,view,0.0,27,O,Takoradi,5
76,2025-04-07 23:19:00,Books,view,0.0,43,F,Kumasi,8
88,2025-04-17 07:06:00,Beauty,view,0.0,57,M,Kumasi,0
52,2025-01-15 13:22:00,Beauty,view,0.0,67,F,Tamale,4
752,2025-01-15 12:42:00,Electronics,view,0.0,58,O,Kumasi,5
14,2025-02-11 11:15:00,Clothing,view,0.0,53,F,Tamale,2
27,2025-03-28 08:52:00,Beauty,add_to_cart,0.0,29,F,Takoradi,1
181,2025-02-26 23:51:00,Home,view,0.0,62,O,Kumasi,4
885,2025-02-11 03:04:00,Books,view,0.0,67,F,Accra,2
732,2025-03-21 08:53:00,Beauty,view,0.0,42,M,Kumasi,1
707,2025-04-24 20:05:00,Home,view,0.0,23,O,Accra,2
620,2025-03-10 08:19:00,Beauty,view,0.0,54,F,Cape Coast,6
595,2025-01-03 08:35:00,Electronics,add_to_cart,0.0,21,O,Cape Coast,9
311,2025-01-23 01:40:00,Electronics,view,0.0,50,M,Takoradi,1
687,2025-01-03 18:27:00,Home,add_to_cart,0.0,67,M,Kumasi,4
856,2025-01-31 12:58:00,Books,view,0.0,45,M,Kumasi,5
165,2025-03-06 08:16:00,Electronics,view,0.0,54,O,Accra,8
794,2025-02-22 22:29:00,Clothing,add_to_cart,0.0,23,O,Kumasi,4
217,2025-03-05 21:14:00,Home,view,0.0,66,M,Cape Coast,8
330,2025-01-20 08:46:00,Books,view,0.0,19,M,Accra,2
770,2025-02-27 18:13:00,Beauty,add_to_cart,0.0,45,F,Accra,9
29,2025-01-15 13:52:00,Books,purchase,98.2,61,M,Kumasi,3
441,2025-01-03 18:17:00,Beauty,add_to_cart,0.0,40,M,Takoradi,4
96,2025-04-03 06:07:00,Home,view,0.0,42,O,Kumasi,9
234,2025-01-22 00:37:00,Books,view,0.0,49,O,Takoradi,2
619,2025-03-08 18:09:00,Home,view,0.0,49,M,Kumasi,0
111,2025-03-31 23:12:00,Books,view,0.0,28,M,Accra,5
457,2025-02-26 16:33:00,Books,purchase,298.41,32,F,Takoradi,6
250,2025-01-12 20:10:00,Beauty,view,0.0,69,F,Takoradi,5
620,2025-02-13 13:33:00,Clothing,view,0.0,54,F,Cape Coast,6
132,2025-03-05 19:54:00,Clothing,view,0.0,54,F,Kumasi,8
109,2025-03-07 02:18:00,Home,view,0.0,25,M,Takoradi,7
243,2025-01-08 13:09:00,Home,add_to_cart,0.0,49,M,Tamale,6
783,2025-03-28 22:17:00,Home,purchase,76.61,34,F,Accra,4
516,2025-02-24 01:02:00,Clothing,view,0.0,22,F,Accra,2
849,2025-01-28 18:36:00,Beauty,purchase,493.74,30,O,Accra,0
944,2025-01-15 16:53:00,Clothing,view,0.0,45,F,Cape Coast,3
260,2025-01-22 21:54:00,Books,view,0.0,33,F,Tamale,2
353,2025-02-13 09:39:00,Electronics,view,0.0,47,M,Takoradi,4
156,2025-03-15 21:16:00,Clothing,purchase,298.84,30,F,Cape Coast,8
980,2025-03-17 02:16:00,Beauty,view,0.0,31,O,Tamale,2
598,2025-04-12 00:21:00,Beauty,view,0.0,28,M,Accra,6
603,2025-03-05 14:21:00,Home,add_to_cart,0.0,53,O,Cape Coast,6
738,2025-04-18 01:57:00,Books,add_to_cart,0.0,49,F,Kumasi,5
915,2025-03-13 06:32:00,Beauty,view,0.0,30,M,Accra,9
165,2025-04-22 03:16:00,Books,add_to_cart,0.0,54,O,Accra,8
876,2025-04-07 11:43:00,Beauty,view,0.0,38,M,Accra,8
945,2025-04-26 23:23:00,Clothing,view,0.0,59,O,Accra,4
13,2025-04-01 07:09:00,Beauty,view,0.0,41,F,Cape Coast,4
71,2025-03-19 01:56:00,Home,view,0.0,23,F,Takoradi,3
725,2025-04-21 02:22:00,Clothing,add_to_cart,0.0,58,F,Takoradi,6
460,2025-03-05 19:35:00,Home,view,0.0,50,F,Takoradi,0
761,2025-02-16 18:01:00,Beauty,view,0.0,28,F,Kumasi,2
502,2025-03-22 13:27:00,Home,view,0.0,56,M,Kumasi,9
579,2025-02-05 05:55:00,Electronics,view,0.0,19,M,Kumasi,5
935,2025-02-16 20:29:00,Beauty,view,0.0,44,M,Kumasi,6
884,2025-01-26 10:21:00,Books,add_to_cart,0.0,55,F,Tamale,1
589,2025-03-26 13:08:00,Electronics,purchase,424.75,27,M,Kumasi,6
571,2025-02-23 21:11:00,Books,view,0.0,27,M,Takoradi,3
261,2025-03-14 13:39:00,Beauty,view,0.0,46,O,Takoradi,3
222,2025-02-21 19:25:00,Books,view,0.0,19,O,Kumasi,7
19,2025-02-16 07:22:00,Books,view,0.0,19,F,Kumasi,8
991,2025-02-22 02:31:00,Clothing,add_to_cart,0.0,24,F,Tamale,4
273,2025-02-01 05:57:00,Beauty,view,0.0,58,O,Cape Coast,4
632,2025-03-07 19:46:00,Clothing,view,0.0,65,M,Kumasi,4
93,2025-04-03 18:43:00,Beauty,view,0.0,64,F,Takoradi,8
374,2025-04-20 07:23:00,Beauty,view,0.0,34,M,Tamale,8
133,2025-02-10 07:33:00,Beauty,view,0.0,52,O,Takoradi,2
199,2025-03-21 06:26:00,Beauty,view,0.0,20,M,Cape Coast,4
812,2025-01-20 20:46:00,Beauty,view,0.0,28,F,Takoradi,1
240,2025-03-08 06:28:00,Clothing,view,0.0,43,M,Kumasi,8
288,2025-02-14 05:23:00,Electronics,view,0.0,52,O,Cape Coast,6
435,2025-03-17 23:26:00,Clothing,purchase,30.52,25,M,Accra,0
503,2025-03-18 20:39:00,Books,view,0.0,22,O,Kumasi,3
628,2025-01-13 01:35:00,Books,add_to_cart,0.0,47,O,Takoradi,3
896,2025-04-10 17:04:00,Home,view,0.0,41,M,Cape Coast,0
254,2025-02-01 20:09:00,Books,view,0.0,28,M,Takoradi,9
13,2025-02-24 16:08:00,Beauty,view,0.0,41,F,Cape Coast,4
392,2025-04-29 04:18:00,Beauty,view,0.0,38,O,Tamale,0
606,2025-03-12 07:45:00,Beauty,view,0.0,26,F,Kumasi,4
526,2025-03-26 07:02:00,Beauty,view,0.0,43,O,Takoradi,0
855,2025-01-18 02:12:00,Beauty,view,0.0,51,O,Kumasi,7
389,2025-04-13 10:57:00,Home,view,0.0,52,M,Accra,4
239,2025-04-16 14:30:00,Books,add_to_cart,0.0,61,F,Kumasi,6
621,2025-04-16 00:32:00,Beauty,view,0.0,29,O,Accra,6
742,2025-01-06 11:24:00,Beauty,view,0.0,33,O,Tamale,2
196,2025-04-04 01:26:00,Beauty,view,0.0,69,M,Cape Coast,1
521,2025-03-04 08:07:00,Electronics,view,0.0,69,M,Kumasi,6
311,2025-03-17 01:12:00,Home,view,0.0,50,M,Takoradi,1
434,2025-04-25 15:58:00,Books,view,0.0,18,F,Cape Coast,8
553,2025-04-12 17:01:00,Clothing,view,0.0,45,F,Cape Coast,7
766,2025-04-05 16:24:00,Books,add_to_cart,0.0,25,O,Cape Coast,7
241,2025-01-13 18:43:00,Electronics,view,0.0,49,F,Cape Coast,0
293,2025-01-25 15:56:00,Home,view,0.0,69,F,Accra,7
87,2025-01-14 05:24:00,Beauty,view,0.0,40,M,Takoradi,9
141,2025-04-10 06:33:00,Clothing,view,0.0,54,F,Accra,5
40,2025-01-08 07:39:00,Electronics,view,0.0,69,F,Cape Coast,6
463,2025-04-10 02:45:00,Books,add_to_cart,0.0,61,O,Cape Coast,1
598,2025-01-05 12:27:00,Clothing,view,0.0,28,M,Accra,6
464,2025-03-03 22:23:00,Clothing,view,0.0,22,F,Kumasi,3
293,2025-03-09 01:41:00,Books,view,0.0,69,F,Accra,7
855,2025-04-28 14:30:00,Home,view,0.0,51,O,Kumasi,7
250,2025-02-22 16:20:00,Electronics,add_to_cart,0.0,69,F,Takoradi,5
678,2025-01-22 10:22:00,Electronics,view,0.0,61,F,Kumasi,9
783,2025-03-06 21:29:00,Books,view,0.0,34,F,Accra,4
489,2025-04-18 03:59:00,Books,view,0.0,26,M,Tamale,4
412,2025-02-14 10:08:00,Electronics,add_to_cart,0.0,59,M,Cape Coast,7
586,2025-01-11 11:59:00,Home,purchase,410.81,25,O,Accra,1
273,2025-02-04 00:28:00,Home,view,0.0,58,O,Cape Coast,4
132,2025-03-28 15:11:00,Books,view,0.0,54,F,Kumasi,8
785,2025-02-09 12:51:00,Clothing,view,0.0,50,O,Tamale,6
591,2025-03-17 16:56:00,Clothing,view,0.0,51,F,Cape Coast,9
496,2025-04-23 19:08:00,Home,view,0.0,65,F,Kumasi,8
161,2025-04-12 23:13:00,Electronics,view,0.0,69,F,Cape Coast,2
993,2025-01-01 12:45:00,Home,add_to_cart,0.0,64,M,Accra,3
518,2025-04-07 13:34:00,Clothing,view,0.0,66,O,Cape Coast,1
563,2025-04-02 22:03:00,Beauty,view,0.0,68,F,Takoradi,4
731,2025-02-26 01:03:00,Books,view,0.0,66,F,Cape Coast,3
948,2025-01-26 21:18:00,Electronics,view,0.0,23,M,Cape Coast,0
106,2025-04-19 17:15:00,Electronics,add_to_cart,0.0,41,O,Cape Coast,1
396,2025-01-10 00:31:00,Books,purchase,135.85,20,M,Cape Coast,1
172,2025-01-09 02:53:00,Clothing,view,0.0,53,F,Accra,4
476,2025-04-10 01:07:00,Clothing,view,0.0,33,O,Takoradi,6
875,2025-04-24 21:13:00,Electronics,view,0.0,54,O,Takoradi,5
864,2025-04-12 22:45:00,Home,purchase,427.81,29,O,Cape Coast,5
704,2025-03-04 15:15:00,Clothing,view,0.0,62,O,Tamale,5
620,2025-02-16 08:33:00,Electronics,add_to_cart,0.0,54,F,Cape Coast,6
677,2025-02-12 21:50:00,Clothing,add_to_cart,0.0,27,F,Kumasi,0
151,2025-03-20 00:56:00,Books,view,0.0,26,F,Accra,7
608,2025-02-14 17:34:00,Electronics,view,0.0,52,F,Kumasi,0
389,2025-03-18 21:04:00,Beauty,view,0.0,52,M,Accra,4
533,2025-01-24 17:20:00,Clothing,add_to_cart,0.0,54,F,Takoradi,2
623,2025-03-26 19:59:00,Electronics,view,0.0,30,O,Accra,9
919,2025-01-22 03:33:00,Beauty,view,0.0,28,M,Accra,4
167,2025-02-11 22:05:00,Clothing,purchase,401.84,56,M,Cape Coast,8
326,2025-03-10 12:59:00,Clothing,view,0.0,46,O,Kumasi,1
615,2025-02-16 02:47:00,Electronics,view,0.0,56,M,Takoradi,2
856,2025-03-03 11:18:00,Home,purchase,432.45,45,M,Kumasi,5
770,2025-04-04 16:38:00,Books,purchase,447.57,45,F,Accra,9
267,2025-01-10 15:58:00,Clothing,add_to_cart,0.0,20,F,Accra,7
916,2025-03-22 16:03:00,Books,view,0.0,60,M,Cape Coast,3
430,2025-02-21 09:45:00,Beauty,view,0.0,24,F,Kumasi,6
154,2025-02-24 17:47:00,Books,view,0.0,43,F,Takoradi,6
360,2025-03-01 09:57:00,Clothing,purchase,260.62,44,M,Kumasi,5
152,2025-04-12 02:39:00,Electronics,view,0.0,32,M,Takoradi,9
770,2025-03-07 06:48:00,Clothing,view,0.0,45,F,Accra,9
554,2025-01-20 00:03:00,Books,view,0.0,49,F,Accra,9
637,2025-02-11 14:04:00,Electronics,view,0.0,66,F,Tamale,7
805,2025-02-03 08:05:00,Clothing,purchase,173.42,22,O,Takoradi,7
273,2025-03-01 02:28:00,Clothing,add_to_cart,0.0,58,O,Cape Coast,4
107,2025-03-13 00:44:00,Books,view,0.0,18,F,Cape Coast,2
901,2025-01-24 10:16:00,Books,view,0.0,34,F,Takoradi,7
421,2025-03-31 14:50:00,Books,view,0.0,56,F,Tamale,5
193,2025-03-14 08:53:00,Clothing,view,0.0,50,M,Kumasi,6
34,2025-01-09 23:50:00,Books,view,0.0,45,F,Tamale,2
845,2025-01-01 14:03:00,Beauty,view,0.0,63,F,Takoradi,8
522,2025-01-28 05:26:00,Beauty,view,0.0,22,M,Takoradi,2
176,2025-03-08 13:32:00,Clothing,purchase,227.04,68,O,Takoradi,8
398,2025-04-30 15:13:00,Home,view,0.0,42,M,Cape Coast,0
622,2025-04-24 02:21:00,Home,view,0.0,66,M,Accra,9
950,2025-03-10 09:40:00,Electronics,view,0.0,22,F,Kumasi,9
355,2025-02-20 10:47:00,Home,purchase,424.81,55,F,Kumasi,0
621,2025-02-13 09:34:00,Beauty,view,0.0,29,O,Accra,6
824,2025-02-05 21:42:00,Home,view,0.0,18,F,Kumasi,5
11,2025-03-11 11:26:00,Electronics,view,0.0,28,O,Accra,1
259,2025-01-03 19:27:00,Home,add_to_cart,0.0,23,M,Accra,7
619,2025-02-09 05:19:00,Home,view,0.0,49,M,Kumasi,0
667,2025-01-21 11:47:00,Clothing,view,0.0,22,O,Tamale,3
35,2025-02-16 21:27:00,Books,view,0.0,33,F,Kumasi,1
159,2025-03-01 13:36:00,Books,view,0.0,56,O,Kumasi,2
347,2025-04-14 22:30:00,Beauty,view,0.0,65,F,Kumasi,0
542,2025-04-25 19:37:00,Home,purchase,138.66,36,M,Kumasi,9
372,2025-03-28 14:58:00,Home,view,0.0,52,F,Tamale,2
120,2025-03-21 16:18:00,Home,view,0.0,56,O,Tamale,9
325,2025-03-05 13:49:00,Clothing,view,0.0,42,F,Cape Coast,6
391,2025-01-16 22:13:00,Books,add_to_cart,0.0,69,F,Takoradi,0
132,2025-04-10 15:55:00,Electronics,view,0.0,54,F,Kumasi,8
838,2025-03-21 03:37:00,Books,add_to_cart,0.0,27,F,Tamale,3
633,2025-02-17 09:40:00,Beauty,view,0.0,42,M,Kumasi,7
4,2025-02-13 23:41:00,Beauty,add_to_cart,0.0,32,M,Kumasi,3
397,2025-02-15 17:32:00,Books,view,0.0,35,F,Takoradi,2
502,2025-02-26 04:05:00,Home,purchase,58.26,56,M,Kumasi,9
548,2025-02-02 20:26:00,Home,view,0.0,33,O,Cape Coast,7
101,2025-03-03 01:11:00,Electronics,view,0.0,62,M,Takoradi,4
580,2025-02-06 05:31:00,Home,view,0.0,68,O,Tamale,2
810,2025-02-21 23:52:00,Home,add_to_cart,0.0,64,O,Cape Coast,8
337,2025-01-08 12:26:00,Beauty,view,0.0,50,F,Takoradi,6
854,2025-01-16 01:04:00,Clothing,view,0.0,49,F,Cape Coast,8
118,2025-03-22 15:05:00,Home,view,0.0,22,O,Takoradi,2
654,2025-02-07 07:14:00,Electronics,view,0.0,29,M,Tamale,6
285,2025-02-26 04:04:00,Books,view,0.0,48,M,Takoradi,4
117,2025-03-11 01:05:00,Home,view,0.0,50,O,Accra,6
989,2025-02-28 08:55:00,Home,view,0.0,31,F,Takoradi,9
171,2025-04-01 03:31:00,Electronics,view,0.0,46,O,Accra,5
246,2025-01-16 18:47:00,Home,view,0.0,34,O,Accra,5
895,2025-02-24 00:25:00,Beauty,add_to_cart,0.0,50,O,Takoradi,1
841,2025-03-01 11:21:00,Clothing,view,0.0,34,F,Cape Coast,3
923,2025-02-08 18:24:00,Books,view,0.0,33,F,Takoradi,1
764,2025-03-01 18:49:00,Clothing,add_to_cart,0.0,49,M,Accra,5
928,2025-04-16 15:38:00,Clothing,view,0.0,21,F,Accra,8
845,2025-03-17 07:14:00,Clothing,view,0.0,63,F,Takoradi,8
947,2025-04-20 17:44:00,Beauty,view,0.0,38,O,Kumasi,2
115,2025-01-27 08:54:00,Electronics,view,0.0,52,M,Tamale,7
71,2025-04-26 06:07:00,Home,view,0.0,23,F,Takoradi,3
754,2025-03-12 20:52:00,Books,add_to_cart,0.0,31,O,Accra,1
697,2025-04-01 23:21:00,Electronics,add_to_cart,0.0,62,O,Kumasi,3
950,2025-04-23 03:23:00,Home,view,0.0,22,F,Kumasi,9
603,2025-01-03 16:30:00,Clothing,view,0.0,53,O,Cape Coast,6
350,2025-04-23 20:35:00,Books,view,0.0,39,F,Takoradi,0
460,2025-03-30 21:56:00,Beauty,add_to_cart,0.0,50,F,Takoradi,0
647,2025-01-29 15:28:00,Books,view,0.0,48,M,Accra,0
16,2025-04-04 05:05:00,Books,view,0.0,41,M,Accra,9
312,2025-03-12 01:31:00,Electronics,purchase,24.87,41,M,Kumasi,3
316,2025-02-28 20:27:00,Clothing,view,0.0,25,F,Takoradi,4
389,2025-03-23 06:42:00,Electronics,view,0.0,52,M,Accra,4
566,2025-03-22 15:44:00,Books,view,0.0,29,M,Takoradi,7
764,2025-04-28 21:47:00,Clothing,add_to_cart,0.0,49,M,Accra,5
944,2025-01-23 19:12:00,Beauty,purchase,360.87,45,F,Cape Coast,3
181,2025-01-14 19:56:00,Beauty,add_to_cart,0.0,62,O,Kumasi,4
214,2025-01-22 15:26:00,Beauty,view,0.0,41,O,Accra,6
266,2025-01-25 20:26:00,Electronics,purchase,47.17,43,M,Kumasi,0
474,2025-01-21 03:00:00,Beauty,view,0.0,57,F,Takoradi,2
132,2025-04-23 08:29:00,Home,add_to_cart,0.0,54,F,Kumasi,8
325,2025-04-19 22:15:00,Books,view,0.0,42,F,Cape Coast,6
446,2025-04-07 22:59:00,Home,add_to_cart,0.0,49,M,Cape Coast,4
720,2025-01-07 18:00:00,Electronics,view,0.0,67,F,Accra,5
378,2025-02-16 02:23:00,Beauty,view,0.0,46,O,Cape Coast,8
973,2025-02-17 02:53:00,Electronics,view,0.0,25,F,Kumasi,5
500,2025-01-16 20:39:00,Beauty,view,0.0,18,F,Kumasi,2
984,2025-04-21 04:44:00,Beauty,view,0.0,31,M,Takoradi,2
453,2025-02-18 06:37:00,Clothing,view,0.0,66,F,Kumasi,9
118,2025-01-21 07:36:00,Home,add_to_cart,0.0,22,O,Takoradi,2
752,2025-04-20 11:16:00,Books,purchase,97.93,58,O,Kumasi,5
78,2025-02-19 00:37:00,Home,view,0.0,51,O,Tamale,8
799,2025-02-12 12:47:00,Clothing,view,0.0,42,M,Cape Coast,8
209,2025-03-02 10:19:00,Clothing,view,0.0,61,F,Accra,0
994,2025-03-22 21:51:00,Clothing,view,0.0,40,F,Kumasi,6
559,2025-04-13 21:52:00,Clothing,view,0.0,67,O,Takoradi,2
204,2025-02-13 01:36:00,Electronics,purchase,48.35,26,M,Kumasi,4
254,2025-02-21 12:28:00,Home,view,0.0,28,M,Takoradi,9
289,2025-04-25 10:08:00,Electronics,view,0.0,24,O,Cape Coast,8
579,2025-04-03 18:35:00,Beauty,view,0.0,19,M,Kumasi,5
722,2025-03-01 04:22:00,Clothing,view,0.0,37,F,Cape Coast,5
808,2025-01-19 14:00:00,Home,view,0.0,35,O,Cape Coast,7
946,2025-01-30 01:04:00,Books,view,0.0,39,F,Accra,2
468,2025-04-04 09:04:00,Clothing,view,0.0,62,M,Tamale,1
591,2025-03-25 07:48:00,Beauty,view,0.0,51,F,Cape Coast,9
958,2025-04-01 11:25:00,Electronics,view,0.0,43,F,Kumasi,0
356,2025-02-09 00:58:00,Clothing,add_to_cart,0.0,62,F,Accra,8
55,2025-01-02 00:30:00,Beauty,view,0.0,19,O,Tamale,3
662,2025-04-16 17:46:00,Electronics,view,0.0,62,M,Tamale,8
739,2025-02-27 20:15:00,Home,view,0.0,62,F,Tamale,0
213,2025-03-18 17:57:00,Beauty,view,0.0,49,M,Takoradi,7
68,2025-01-22 23:39:00,Books,view,0.0,57,F,Cape Coast,4
680,2025-01-06 15:17:00,Electronics,add_to_cart,0.0,55,M,Accra,9
727,2025-04-20 20:09:00,Home,view,0.0,18,O,Tamale,8
9,2025-03-09 06:23:00,Books,view,0.0,36,M,Kumasi,6
999,2025-03-02 08:04:00,Clothing,view,0.0,35,F,Accra,7
564,2025-02-08 07:48:00,Books,view,0.0,60,M,Takoradi,0
796,2025-04-29 10:26:00,Electronics,add_to_cart,0.0,68,O,Kumasi,6
357,2025-03-03 05:25:00,Electronics,purchase,217.31,68,O,Kumasi,6
606,2025-02-16 18:47:00,Electronics,add_to_cart,0.0,26,F,Kumasi,4
899,2025-02-01 02:18:00,Electronics,view,0.0,59,F,Takoradi,1
173,2025-04-14 18:36:00,Clothing,view,0.0,30,F,Tamale,3
843,2025-02-14 22:09:00,Home,add_to_cart,0.0,31,F,Accra,7
934,2025-03-18 09:18:00,Clothing,add_to_cart,0.0,20,M,Tamale,7
344,2025-01-17 07:09:00,Clothing,view,0.0,20,O,Cape Coast,2
774,2025-03-07 20:54:00,Home,view,0.0,43,F,Takoradi,6
775,2025-04-03 20:36:00,Electronics,view,0.0,25,F,Kumasi,0
494,2025-02-17 09:14:00,Books,purchase,192.96,51,F,Cape Coast,7
949,2025-02-08 02:01:00,Books,view,0.0,18,F,Takoradi,6
36,2025-01-03 08:23:00,Electronics,add_to_cart,0.0,32,F,Takoradi,7
941,2025-02-13 00:59:00,Books,view,0.0,38,O,Cape Coast,0
454,2025-04-19 18:12:00,Home,view,0.0,69,O,Accra,0
21,2025-04-10 23:01:00,Beauty,view,0.0,61,M,Kumasi,4
71,2025-01-20 17:30:00,Books,view,0.0,23,F,Takoradi,3
505,2025-01-14 19:59:00,Books,purchase,236.55,46,O,Kumasi,6
224,2025-03-19 14:02:00,Electronics,add_to_cart,0.0,66,O,Accra,2
241,2025-02-04 13:02:00,Books,view,0.0,49,F,Cape Coast,0
334,2025-03-26 02:50:00,Beauty,add_to_cart,0.0,53,O,Tamale,5
